text,label,source,anime
f人和t人的区别,negative,bilibili,四月是你的谎言
sodayou,neutral,bilibili,比宇宙更远的地方
开EVA,neutral,bilibili,颂乐人偶
"这时又有一个问题来了，为什么明明装备了主动减摇设备，但女主团还是被晃得七荤八素的呢？
答案也是显而易见的：只靠减摇水舱自己运转，实在是独木难支。

就目前的船舶减摇科技而言，最为先进的一种减摇手段就是所谓的“舱鳍联合减摇法”，通过减摇鳍和减摇水舱的联合调度，来实现减摇能力的最大化，并且可以显著减小减摇鳍的面积。
减摇鳍，减摇水舱，二者双剑合璧才能达到最佳的减摇效果但是白濑号上少了减摇鳍，所以减摇效果自然就大打折扣了。
再加上白濑号二代目由于经费限制，吨位被限制在12650吨（满载排水量22000吨），这样的吨位面对咆哮西风带的巨浪确实是有点寒酸，这也加大了船舶摇晃的幅度。
此外，还有最重要的一条：普通的船只为了减少横摇，都会把船只的下半部分塑造成尖且长的形态，但是白濑号为了保证其破冰效能，不得已将船底设计成了短且圆的形态，这就使得它在风浪中的稳定性会更进一步降低，也就难怪会把女主团摇得一魂出窍二魂升天了。
在这里，我也顺道贴一下减摇水舱的简介：
虽然减摇鳍是一种效果很好的主动式减摇装置，但当船舶在低航速或零航速时，就不能有效地减摇，这是减摇鳍的一个致命缺点。对于那些经常工作于低航速或零航速的船舶来说，减摇鳍就不适用了。另外减摇鳍结构复杂，制造成本高，对某些船舶来说，减摇鳍占船舶总造价过大。而减摇水舱结构简单，成本低廉，可靠性高，更为重要的是减摇水舱在各种航速下均能有效减摇，也就是说减摇效果与航速无关，因而被不少船舶应用。但是减摇水舱体积大，占用的舱室容积较大，减摇效果不如减摇鳍，故适用于有较大空间的船舶。关于减摇水舱的研究可以追溯到1860年，但直到1911年德国人佛拉姆才成功提出了被动式U型减摇水舱，现在它已成为船舶的基本减摇装置之一。减摇水舱从原理上可分为被动式减摇水舱、主动式减摇水舱和可控被动式减摇水舱三种。",positive,bilibili,比宇宙更远的地方
我是prg,neutral,bilibili,四月是你的谎言
oioioi这里结合一下作品标题，你们可以想象一下,neutral,bilibili,四月是你的谎言
I am atomic幻视感,negative,bilibili,魔女之旅
beng一下笑了,positive,bilibili,鬼灭之刃 刀匠村篇
yosuka,neutral,bilibili,比宇宙更远的地方
别拿大哥刀我q w q,neutral,bilibili,鬼灭之刃 柱训练篇
多少有点被cpu了,neutral,bilibili,四月是你的谎言
芬达做旧部门的日常be like,neutral,bilibili,少女乐队的呐喊
怪不得我头发不到两天就出油，md,negative,bilibili,工作细胞 第二季
回复 FFF团团长须川亮 wa aaaaaaaaaaaa kimiwa,negative,bilibili,虚构推理
一直听说mygo很闹麻 全篇看完感觉最后不也包饺子了 应该不会往下看了 对少女乐队没太大兴趣 但mygo的3d镜头运用确实有一手,neutral,bangumi,mygo
感觉能打过这个s级世界的也就慎勇这种过分慎重和拥有无限sl大法的玩家了，坑多得就是一iwanna啊可恶！,neutral,bilibili,这个勇者明明超强却过分慎重
只有soyo，直接与saki对决（）,negative,bilibili,颂乐人偶
Im Iron Man响指,negative,bilibili,魔女之旅
第一次看到老爸没有在吃东西awa,positive,bilibili,魔女之旅
回复 yukino 但是经历太多了，又是被波稻埋伏又是被狙，然后打团还去了医院,negative,bilibili,夏日重现
youmei na zizi gei,negative,bangumi,数码宝贝大冒险
回复 the11221 打破几天前的零回复惨案,negative,bilibili,间谍过家家 第二季 中配版
jinx果然疯了。或许她一开始就不知道自己想要的是什么，究竟是一块三明治，抑或是毁灭城市的宝石87,positive,bangumi,英雄联盟：双城之战
第二季出了踢我wwwww,positive,bangumi,魔女之旅
怎么哪里都有原，WC又歪莫娜了,negative,bilibili,魔女之旅
eeeeee,neutral,bilibili,魔女之旅
woo,neutral,bilibili,四月是你的谎言
8yO,neutral,bilibili,Angels of Death
我在等CD，你在等什么,negative,bilibili,魔女之旅
麻婆本来就是个恶人，只能从别人的痛苦中获得快乐，被二闪这么一煽动本性觉醒了为什么C闪和二闪差这么多，我直到现在不知道的到底是该喜欢他还是讨厌他，只能把C闪二闪当成两个不同人看待Cat2Boom,negative,bilibili,Fate/Zero 第一季
ras！ras！ras！,neutral,bilibili,颂乐人偶
妖怪你不能去找玲子嗎qaq,neutral,bilibili,夏目友人帐 第七季
叫afterglow,neutral,bilibili,少女乐队的呐喊
mj,neutral,bilibili,转生成蜘蛛又怎样！
三个卡拉米，算是后面剧情几笔带过的NPC，有特写,positive,bilibili,葬送的芙莉莲
回复 Mr丶绅士  啊这，问个问题不是很正常吗，而且连看个动漫还要分圈内圈外吗66,negative,bilibili,咒术回战 第二季
可能只是想和祥子再组乐队，比起mujica 明显C团才是承载欢乐回忆的一方，所以才说C团而不是mujica,negative,bilibili,颂乐人偶
kumiko！我知道是你！！！,negative,bilibili,魔女之旅
当学霸和你讨论题目的做法belike,positive,bilibili,关于我转生变成史莱姆这档事 第三季
初恋的感jiao,positive,bilibili,四月是你的谎言
简称：Bug,neutral,bilibili,约会大作战 第四季
回复 54Fivefour 能活过25已经是大佬了；；,positive,bilibili,小林家的龙女仆
回复 赤瞳Ghost 170话架着战损善逸又出来了，所以村田是有多强,negative,bilibili,鬼灭之刃
大喵还问了初华的意见，祥子也摇头，都知道初华那边还有Sumimi，但她自己还是摘了啊,negative,bilibili,颂乐人偶
"一路追过来的，每周五晚11点半开始在直播间找生肉看，看完生肉b站会有人传机翻再看，第二天早上陆续会有熟肉再看，周六晚上再看泛式的全切直播以及切片，基本每集我都要看五遍以上。追番过程中我基本把pv，访谈，官号发的视频以及23年就出过的歌都翻个遍。我与等番完结再一次看完的人感受自然是不同的，所以，对我们来说，即便是定义相同的东西，意义也一定是不同的。尽管GBC在国内的热度很高，我也不觉得自己能找到几个真正志同道合的理解者，但我会给 GBC 9分。
说回动画，我很欣赏nina，与其说我想成为nina不如说我想有一个nina这样的同伴，说到这我必须再借用一次XPJbox老师的话书中的主角是读者在家阅读而一起去世界探险的伙伴，所以主角要个性鲜明。",positive,bangumi,girls band cry
UBW就是红A宝具无限剑制的意思,positive,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
瓦达西瓦NO1哒，卡卡罗特！,neutral,bilibili,四月是你的谎言
要参加未确认TOP吗,neutral,bilibili,少女乐队的呐喊
回复 大聪明5656 优美子还是ok的,neutral,bilibili,我的青春恋爱物语果然有问题。
回复 暗影猎手ShadowHunter JOJO都是智斗,negative,bilibili,JOJO的奇妙冒险 石之海
开篇小天使Kitty Kitten登场时我还美呢，结果还没反应过来就掉头了，果然是开胃小菜。最终伊迪的能量解放并没有毁掉整个宇宙，所谓的全灭结局实际上只是毁掉了几颗行星？至少多摩星和土星都留下来了。裸飘因果地平的实景镜头，没有比这更震撼的了,negative,bangumi,传说巨神伊迪安 发动篇
罗马音r发l音,negative,bilibili,比宇宙更远的地方
awww好温柔,positive,bilibili,葬送的芙莉莲
"攻壳的这些动画性质上虽是“漫改”，但也可以算原创番。世界观背景，情节，人物的形象，主题，每版都会走向不同方向。甚至同个版本的前后续集，也会有不同主题和叙事的尝试，去涉足社会学、传播学、政治学、古典哲学等不同领域。求新求变，有广有深。意外的是这样大刀阔斧的改编，质量不减反增。被认为最佳的剧场版和SAC，都在其出品时代是高投入的制作，有对新技术的实验。或许再不会有这么独特的“漫改系列”动画了。
神山起手就做出SAC，离不开脚本团队里其他人的协调补正。第一季全26集有24集是他人脚本，笑面男事件的主线多由佐藤大和樱井编写。全脚本团队共同的协力成就了这个系列。神山在2045的访谈中也感慨，再要聚起当年那样的智囊团太难了。
 重温时依然能感觉到几乎每一集的高信息密度和高叙事效率。第一集看似寻常的单元回，其实已经在仅一集时长内完成可能需要两三集的任务。",positive,bangumi,攻壳机动队 STAND ALONE COMPLEX
上面架子写了kadokawa,negative,bilibili,比宇宙更远的地方
bilbil干杯！,neutral,bilibili,中二病也要谈恋爱！
2025年7月18日已经到达oy,negative,bilibili,间谍过家家 第二季 中配版
理解作品就是寻找“他好看在哪”的过程，从这个角度出发，本作的确需要一些阅历才能看懂。剧情本身很直白，但吐槽写起来有点复杂，详见日志,neutral,bangumi,新世纪福音战士
reset 开端   循环,negative,bilibili,约会大作战 第四季
回复 icewolf00  斗子哥来改申鹤的卷子了,negative,bilibili,间谍过家家 中配版
茄子：WDNMD,negative,bilibili,埃罗芒阿老师
"回复 身心健全 UBW本来就是在讲你觉得是真货那就是真货的故事，士郎的扭曲通过原作的细节已经被说明的很明显了，每次跟别人触及到理想的话题时都像被揭开伤疤一样疼，fate线在地下室跟麻婆的一谈作为展现士郎内心的铺垫我觉得很好。而fsn整个本身就是再讲卫宫士郎的从开幕到结局，从背负理想到常人的救赎的故事。如果是这些地方觉得矛盾的话，那我就把我的话收回。〜〜
对TV的改动，主要是为了适应它的节奏，改动的话并不能成为说明原作优劣主要原因。细节问题我觉得处理的很好（多余的意见我先保留）",positive,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
666前面的空中f1都来了,neutral,bilibili,魔女之旅
世界上最孤独的STEAM玩家,positive,bilibili,比宇宙更远的地方
8。补标，不考虑导演背后的事情，北海传的确是我三做的最好的一季，对书的内容删减修改其实还说的过去，还记得当年疫情被困在老家没wifi用着每个月只有1g的流量看完的,positive,bangumi,我的三体 章北海传
hina只是想要教Nina理性圆滑处事，nina的正直不是错的，但是会伤害到自己,positive,bilibili,少女乐队的呐喊
Mc里面的悦灵（）,neutral,bilibili,约会大作战 第四季
呈上白赤的粮：av30208029，（然后我就被T细胞干掉了）,negative,bilibili,工作细胞
"用整部Q的一个半小时，外加终的前45分钟，来写真嗣的无能无望无理无情无意义，宁愿毁掉所有其他角色的塑造也在所不惜，庵野秀明实在是有些过分把自己的宝贝男主角爱护有加了。
明日香很帅很清醒，虽然为了上文所述的原因被迫保留了一些对真嗣莫名其妙的多余责任感和剧情上不得不说的一些突兀的话，但总体来说，担任了终里最让人舒适的角色（有些观众只在乎把她和男主角拉郎配，对此我只能竖起中指）。
美里同理但没能得到类似明日香的在剧情设计上的尊重。
律子这个曾经无比有深度和厚度的角色直接被一巴掌拍平。
绫波丽比律子好一点但不多。
渚薰比绫波丽再糟一点。
源堂变成了一个无聊且失去逼格的纯反派。
玛丽真理这个新角色纯属为真嗣服务的鸡肋工具人。
结果从始至终，从20年前到20年后，唯一得到善待的角色，有且只有加持良治。
最后的总结：庵野秀明老了20多岁，结果返老还童成了个幼稚鬼",neutral,bangumi,新・福音战士剧场版：终
